datetime,open,close,high,low,volume,成交额,均价
2026-03-23 11:02:00,0.0,1412.77,1412.89,1409.26,262,36902255.0,1417.216
2026-03-23 11:03:00,0.0,1412.99,1414.92,1411.9,84,11871305.0,1417.201
2026-03-23 11:04:00,0.0,1414.4,1414.48,1413.89,89,12586042.0,1417.189
2026-03-23 11:05:00,0.0,1414.39,1414.51,1414.03,99,14001617.0,1417.176
2026-03-23 11:06:00,0.0,1414.49,1414.9,1413.14,91,12866356.0,1417.163
2026-03-23 11:07:00,0.0,1413.44,1414.49,1413.26,39,5514142.0,1417.157
2026-03-23 11:08:00,0.0,1411.87,1412.97,1411.59,159,22460274.0,1417.125
2026-03-23 11:09:00,0.0,1410.0,1412.83,1410.0,408,57574653.0,1417.019
2026-03-23 11:10:00,0.0,1410.01,1412.03,1410.0,292,41178641.0,1416.935
2026-03-23 11:11:00,0.0,1409.84,1410.63,1409.84,48,6768373.0,1416.92
2026-03-23 11:12:00,0.0,1409.45,1410.0,1409.0,38,5356236.0,1416.908
2026-03-23 11:13:00,0.0,1409.51,1409.51,1408.94,51,7186680.0,1416.892
2026-03-23 11:14:00,0.0,1409.51,1409.57,1409.27,53,7470127.0,1416.875
2026-03-23 11:15:00,0.0,1409.5,1409.52,1408.97,86,12118184.0,1416.847
2026-03-23 11:16:00,0.0,1409.09,1409.5,1409.0,54,7610088.0,1416.829
2026-03-23 11:17:00,0.0,1409.54,1410.76,1409.02,108,15224530.0,1416.797
2026-03-23 11:18:00,0.0,1410.93,1410.93,1409.6,66,9307711.0,1416.779
2026-03-23 11:19:00,0.0,1410.84,1411.49,1410.01,43,6065824.0,1416.768
2026-03-23 11:20:00,0.0,1410.7,1411.5,1410.0,91,12837883.0,1416.745
2026-03-23 11:21:00,0.0,1410.88,1411.44,1410.02,63,8888129.0,1416.73
2026-03-23 11:22:00,0.0,1410.99,1411.3,1410.06,52,7335699.0,1416.717
2026-03-23 11:23:00,0.0,1409.51,1410.06,1409.51,73,10292202.0,1416.696
2026-03-23 11:24:00,0.0,1409.32,1409.59,1409.01,52,7327671.0,1416.68
2026-03-23 11:25:00,0.0,1409.01,1409.42,1409.0,87,12259244.0,1416.653
2026-03-23 11:26:00,0.0,1408.0,1409.78,1408.0,106,14931595.0,1416.618
2026-03-23 11:27:00,0.0,1408.68,1408.72,1407.78,87,12251098.0,1416.588
2026-03-23 11:28:00,0.0,1408.68,1408.7,1408.2,34,4789095.0,1416.577
2026-03-23 11:29:00,0.0,1408.38,1408.38,1408.0,59,8308563.0,1416.557
2026-03-23 11:30:00,0.0,1408.57,1408.58,1408.02,72,10140398.0,1416.533
2026-03-23 13:01:00,0.0,1415.01,1415.99,1408.5,531,74907382.0,1416.416
2026-03-23 13:02:00,0.0,1417.46,1418.86,1415.91,270,38276902.0,1416.429
2026-03-23 13:03:00,0.0,1416.46,1418.1,1416.46,169,23956557.0,1416.437
2026-03-23 13:04:00,0.0,1416.33,1418.0,1415.97,158,22394367.0,1416.442
2026-03-23 13:05:00,0.0,1415.99,1417.89,1415.93,145,20539899.0,1416.443
2026-03-23 13:06:00,0.0,1415.97,1417.0,1415.88,88,12461209.0,1416.442
2026-03-23 13:07:00,0.0,1417.41,1417.43,1415.87,113,16005816.0,1416.442
2026-03-23 13:08:00,0.0,1418.06,1418.96,1417.41,234,33187031.0,1416.458
2026-03-23 13:09:00,0.0,1415.89,1418.18,1415.89,92,13036031.0,1416.459
2026-03-23 13:10:00,0.0,1415.35,1415.93,1415.35,156,22084068.0,1416.455
2026-03-23 13:11:00,0.0,1414.68,1414.96,1414.14,102,14429213.0,1416.448
2026-03-23 13:12:00,0.0,1414.17,1415.0,1414.17,129,18250692.0,1416.44
2026-03-23 13:13:00,0.0,1413.14,1414.18,1413.1,112,15834391.0,1416.429
2026-03-23 13:14:00,0.0,1416.0,1416.83,1412.08,161,22804239.0,1416.416
2026-03-23 13:15:00,0.0,1416.72,1416.72,1415.79,98,13877176.0,1416.414
2026-03-23 13:16:00,0.0,1414.48,1417.0,1414.4,117,16562673.0,1416.411
2026-03-23 13:17:00,0.0,1413.22,1414.55,1413.0,109,15409448.0,1416.4
2026-03-23 13:18:00,0.0,1412.66,1412.96,1412.64,69,9748407.0,1416.391
2026-03-23 13:19:00,0.0,1412.73,1413.51,1412.49,158,22324035.0,1416.371
2026-03-23 13:20:00,0.0,1412.25,1412.7,1412.07,88,12428269.0,1416.358
2026-03-23 13:21:00,0.0,1410.81,1412.11,1410.81,124,17554252.0,1416.338
2026-03-23 13:22:00,0.0,1409.87,1410.9,1409.18,120,16873061.0,1416.311
2026-03-23 13:23:00,0.0,1409.86,1409.9,1409.15,86,12137775.0,1416.291
2026-03-23 13:24:00,0.0,1409.7,1409.85,1409.52,74,10431744.0,1416.274
2026-03-23 13:25:00,0.0,1409.6,1409.68,1409.52,75,10572008.0,1416.256
2026-03-23 13:26:00,0.0,1410.71,1410.71,1409.6,68,9586761.0,1416.241
2026-03-23 13:27:00,0.0,1409.0,1410.92,1409.0,168,23684787.0,1416.203
2026-03-23 13:28:00,0.0,1408.86,1408.93,1408.5,113,15976368.0,1416.173
2026-03-23 13:29:00,0.0,1408.53,1409.95,1408.51,240,33817096.0,1416.114
2026-03-23 13:30:00,0.0,1408.28,1408.53,1408.24,75,10563158.0,1416.094
2026-03-23 13:31:00,0.0,1406.93,1408.2,1406.93,292,41097846.0,1416.008
2026-03-23 13:32:00,0.0,1406.53,1407.45,1406.5,157,22085576.0,1415.958
2026-03-23 13:33:00,0.0,1405.74,1406.53,1405.74,305,42886686.0,1415.857
2026-03-23 13:34:00,0.0,1406.0,1406.36,1405.0,324,45535449.0,1415.744
2026-03-23 13:35:00,0.0,1409.41,1409.98,1405.23,139,19628745.0,1415.706
2026-03-23 13:36:00,0.0,1411.68,1411.68,1408.01,143,20155999.0,1415.677
2026-03-23 13:37:00,0.0,1408.24,1411.65,1408.1,128,18040661.0,1415.651
2026-03-23 13:38:00,0.0,1409.31,1409.31,1408.0,167,23521397.0,1415.611
2026-03-23 13:39:00,0.0,1411.4,1411.4,1408.26,161,22690157.0,1415.579
2026-03-23 13:40:00,0.0,1409.08,1409.93,1408.52,111,15642669.0,1415.556
2026-03-23 13:41:00,0.0,1406.68,1408.52,1406.67,128,18017236.0,1415.523
2026-03-23 13:42:00,0.0,1406.77,1407.2,1406.0,111,15613720.0,1415.491
2026-03-23 13:43:00,0.0,1405.24,1406.99,1405.22,270,37973911.0,1415.413
2026-03-23 13:44:00,0.0,1405.11,1406.0,1405.06,189,26559321.0,1415.352
2026-03-23 13:45:00,0.0,1405.27,1406.36,1405.11,181,25439430.0,1415.296
2026-03-23 13:46:00,0.0,1405.65,1406.33,1405.27,127,17853213.0,1415.258
2026-03-23 13:47:00,0.0,1406.0,1406.0,1405.33,191,26875772.0,1415.201
2026-03-23 13:48:00,0.0,1405.95,1406.76,1405.93,131,18421373.0,1415.164
2026-03-23 13:49:00,0.0,1406.74,1406.74,1405.55,120,16868841.0,1415.129
2026-03-23 13:50:00,0.0,1405.51,1406.37,1405.5,109,15321810.0,1415.097
2026-03-23 13:51:00,0.0,1406.3,1406.55,1405.51,103,14481163.0,1415.068
2026-03-23 13:52:00,0.0,1405.16,1406.28,1405.01,376,52838415.0,1414.957
2026-03-23 13:53:00,0.0,1404.67,1405.05,1404.44,403,56619932.0,1414.836
2026-03-23 13:54:00,0.0,1406.74,1408.49,1404.67,157,22120950.0,1414.792
2026-03-23 13:55:00,0.0,1406.85,1408.4,1406.73,83,11682109.0,1414.774
2026-03-23 13:56:00,0.0,1408.4,1408.4,1406.7,98,13791866.0,1414.753
2026-03-23 13:57:00,0.0,1408.99,1411.14,1407.59,133,18745516.0,1414.732
2026-03-23 13:58:00,0.0,1408.0,1409.99,1407.43,129,18172619.0,1414.709
2026-03-23 13:59:00,0.0,1407.34,1408.19,1407.34,88,12389152.0,1414.691
2026-03-23 14:00:00,0.0,1405.0,1407.01,1405.0,117,16451063.0,1414.662
2026-03-23 14:01:00,0.0,1404.43,1405.15,1404.18,244,34249385.0,1414.591
2026-03-23 14:02:00,0.0,1405.1,1407.37,1404.37,122,17087019.0,1414.558
2026-03-23 14:03:00,0.0,1404.54,1405.06,1404.43,175,24583103.0,1414.508
2026-03-23 14:04:00,0.0,1403.78,1404.56,1403.74,229,32157140.0,1414.441
2026-03-23 14:05:00,0.0,1403.46,1403.77,1403.4,125,17544781.0,1414.402
2026-03-23 14:06:00,0.0,1402.96,1403.5,1402.86,212,29747844.0,1414.335
2026-03-23 14:07:00,0.0,1402.6,1403.0,1402.57,201,28197089.0,1414.269
2026-03-23 14:08:00,0.0,1402.1,1402.62,1402.07,234,32814740.0,1414.191
2026-03-23 14:09:00,0.0,1402.26,1402.51,1402.0,349,48918781.0,1414.074
2026-03-23 14:10:00,0.0,1403.05,1403.18,1401.88,262,36769035.0,1413.988
2026-03-23 14:11:00,0.0,1403.37,1403.39,1402.14,138,19357637.0,1413.945
2026-03-23 14:12:00,0.0,1402.31,1403.39,1401.87,202,28329436.0,1413.882
2026-03-23 14:13:00,0.0,1401.99,1402.29,1401.14,176,24671672.0,1413.824
2026-03-23 14:14:00,0.0,1401.56,1401.99,1401.5,202,28312557.0,1413.757
2026-03-23 14:15:00,0.0,1402.19,1402.98,1401.47,216,30299658.0,1413.69
2026-03-23 14:16:00,0.0,1404.68,1404.98,1402.18,139,19453962.0,1413.652
2026-03-23 14:17:00,0.0,1403.0,1405.03,1403.0,169,23663962.0,1413.61
2026-03-23 14:18:00,0.0,1402.39,1403.14,1401.92,189,26492309.0,1413.554
2026-03-23 14:19:00,0.0,1401.58,1402.4,1401.57,151,21168595.0,1413.507
2026-03-23 14:20:00,0.0,1403.13,1403.13,1401.55,176,24711474.0,1413.455
2026-03-23 14:21:00,0.0,1402.3,1403.95,1402.3,168,23564934.0,1413.408
2026-03-23 14:22:00,0.0,1403.37,1403.66,1402.0,166,23281028.0,1413.36
2026-03-23 14:23:00,0.0,1401.83,1402.98,1401.83,232,32528867.0,1413.293
2026-03-23 14:24:00,0.0,1401.93,1403.0,1401.62,253,35497273.0,1413.219
2026-03-23 14:25:00,0.0,1404.99,1404.99,1401.98,271,38091423.0,1413.151
2026-03-23 14:26:00,0.0,1404.56,1404.99,1403.32,127,17834968.0,1413.123
2026-03-23 14:27:00,0.0,1404.03,1404.4,1403.31,180,25269323.0,1413.08
2026-03-23 14:28:00,0.0,1403.88,1406.0,1403.5,200,28094267.0,1413.038
2026-03-23 14:29:00,0.0,1403.0,1403.88,1403.0,152,21332666.0,1413.002
2026-03-23 14:30:00,0.0,1401.22,1403.21,1401.15,263,36897819.0,1412.929
2026-03-23 14:31:00,0.0,1401.34,1401.87,1401.2,208,29149868.0,1412.869
2026-03-23 14:32:00,0.0,1401.71,1402.29,1401.28,216,30274591.0,1412.809
2026-03-23 14:33:00,0.0,1401.59,1401.59,1401.07,205,28697580.0,1412.751
2026-03-23 14:34:00,0.0,1401.96,1402.93,1401.2,172,24107570.0,1412.704
2026-03-23 14:35:00,0.0,1401.28,1402.95,1401.28,188,26355470.0,1412.654
2026-03-23 14:36:00,0.0,1401.07,1402.0,1401.03,241,33775724.0,1412.589
2026-03-23 14:37:00,0.0,1401.28,1402.9,1401.01,157,22004985.0,1412.547
2026-03-23 14:38:00,0.0,1400.97,1401.31,1400.97,482,67534909.0,1412.416
2026-03-23 14:39:00,0.0,1400.9,1401.25,1400.9,138,19333754.0,1412.379
2026-03-23 14:40:00,0.0,1401.23,1402.0,1400.56,297,41608348.0,1412.298
2026-03-23 14:41:00,0.0,1402.0,1403.33,1401.23,164,22994259.0,1412.259
2026-03-23 14:42:00,0.0,1401.5,1403.28,1401.5,161,22575856.0,1412.221
2026-03-23 14:43:00,0.0,1401.21,1401.78,1401.18,222,31109467.0,1412.165
2026-03-23 14:44:00,0.0,1401.21,1401.78,1401.21,131,18359933.0,1412.132
2026-03-23 14:45:00,0.0,1401.3,1401.56,1401.2,278,38959096.0,1412.064
2026-03-23 14:46:00,0.0,1400.4,1401.42,1400.38,426,59677085.0,1411.954
2026-03-23 14:47:00,0.0,1400.35,1400.48,1400.05,244,34166171.0,1411.889
2026-03-23 14:48:00,0.0,1401.43,1401.43,1400.03,278,38932803.0,1411.818
2026-03-23 14:49:00,0.0,1400.6,1401.54,1400.11,261,36565478.0,1411.754
2026-03-23 14:50:00,0.0,1401.87,1402.09,1400.83,214,29993706.0,1411.705
2026-03-23 14:51:00,0.0,1403.0,1404.99,1401.76,271,38022310.0,1411.653
2026-03-23 14:52:00,0.0,1403.0,1403.77,1401.57,266,37312503.0,1411.601
2026-03-23 14:53:00,0.0,1404.4,1406.0,1403.01,381,53532242.0,1411.545
2026-03-23 14:54:00,0.0,1405.65,1407.01,1404.0,291,40903429.0,1411.507
2026-03-23 14:55:00,0.0,1406.57,1407.82,1405.65,364,51204893.0,1411.47
2026-03-23 14:56:00,0.0,1408.02,1409.78,1405.59,401,56448550.0,1411.437
2026-03-23 14:57:00,0.0,1408.11,1409.83,1408.01,243,34243413.0,1411.426
2026-03-23 14:58:00,0.0,1408.11,1408.11,1408.11,0,0.0,1411.426
2026-03-23 14:59:00,0.0,1408.11,1408.11,1408.11,0,0.0,1411.426
2026-03-23 15:00:00,0.0,1408.07,1408.07,1408.07,326,45870697.0,1411.403
2026-03-24 09:30:00,0.0,1416.0,1416.0,1416.0,235,33290160.0,1416.0
2026-03-24 09:31:00,0.0,1414.14,1417.59,1410.4,595,84181603.0,1415.322
2026-03-24 09:32:00,0.0,1410.0,1414.29,1410.0,873,123079039.0,1412.927
2026-03-24 09:33:00,0.0,1413.73,1413.73,1409.99,340,47990305.0,1412.582
2026-03-24 09:34:00,0.0,1405.56,1412.0,1405.56,346,48773703.0,1412.157
2026-03-24 09:35:00,0.0,1406.58,1407.01,1404.1,411,57773241.0,1411.205
2026-03-24 09:36:00,0.0,1403.99,1406.97,1401.87,300,42127622.0,1410.532
2026-03-24 09:37:00,0.0,1403.63,1404.28,1403.0,262,36771217.0,1409.983
2026-03-24 09:38:00,0.0,1402.12,1403.95,1401.24,237,33234839.0,1409.478
2026-03-24 09:39:00,0.0,1403.0,1404.28,1402.5,135,18943201.0,1409.251
2026-03-24 09:40:00,0.0,1404.87,1404.87,1402.99,176,24695908.0,1408.977
2026-03-24 09:41:00,0.0,1404.58,1404.86,1403.2,200,28073182.0,1408.719
2026-03-24 09:42:00,0.0,1405.07,1407.0,1404.64,159,22348217.0,1408.601
2026-03-24 09:43:00,0.0,1403.5,1405.65,1403.5,255,35821773.0,1408.385
2026-03-24 09:44:00,0.0,1402.5,1404.5,1402.5,327,45897114.0,1408.061
2026-03-24 09:45:00,0.0,1402.02,1402.6,1401.6,198,27761237.0,1407.827
2026-03-24 09:46:00,0.0,1401.97,1402.09,1401.55,136,19064902.0,1407.669
2026-03-24 09:47:00,0.0,1401.0,1401.97,1401.0,275,38532850.0,1407.343
2026-03-24 09:48:00,0.0,1400.95,1401.0,1400.18,195,27310912.0,1407.109
2026-03-24 09:49:00,0.0,1402.92,1403.0,1400.7,157,22001249.0,1406.954
2026-03-24 09:50:00,0.0,1401.28,1402.91,1401.27,95,13318547.0,1406.873
2026-03-24 09:51:00,0.0,1401.77,1402.01,1401.51,181,25375035.0,1406.727
2026-03-24 09:52:00,0.0,1401.99,1403.45,1401.58,242,33931882.0,1406.551
2026-03-24 09:53:00,0.0,1402.16,1402.16,1401.03,205,28728323.0,1406.389
2026-03-24 09:54:00,0.0,1403.15,1403.15,1402.08,98,13746225.0,1406.334
2026-03-24 09:55:00,0.0,1403.78,1403.79,1402.09,244,34231632.0,1406.214
2026-03-24 09:56:00,0.0,1402.75,1403.78,1402.72,208,29193181.0,1406.135
2026-03-24 09:57:00,0.0,1403.52,1403.52,1402.21,116,16291091.0,1406.083
2026-03-24 09:58:00,0.0,1401.6,1403.99,1401.6,95,13323746.0,1406.037
2026-03-24 09:59:00,0.0,1402.54,1403.01,1401.58,165,23143869.0,1405.962
2026-03-24 10:00:00,0.0,1401.8,1402.54,1401.8,110,15422225.0,1405.905
2026-03-24 10:01:00,0.0,1400.21,1401.9,1400.21,213,29838886.0,1405.767
2026-03-24 10:02:00,0.0,1401.2,1401.2,1400.28,149,20820698.0,1405.671
2026-03-24 10:03:00,0.0,1403.42,1403.42,1402.0,116,16286093.0,1405.63
2026-03-24 10:04:00,0.0,1406.33,1406.66,1403.39,223,31328249.0,1405.609
2026-03-24 10:05:00,0.0,1406.89,1407.66,1405.9,132,18569772.0,1405.627
2026-03-24 10:06:00,0.0,1407.46,1407.55,1406.27,223,31376301.0,1405.663
2026-03-24 10:07:00,0.0,1406.65,1407.43,1406.33,112,15756274.0,1405.678
2026-03-24 10:08:00,0.0,1405.03,1407.12,1405.0,141,19829213.0,1405.688
2026-03-24 10:09:00,0.0,1407.33,1407.38,1405.97,131,18425223.0,1405.7
2026-03-24 10:10:00,0.0,1408.14,1408.18,1406.66,182,25622647.0,1405.742
2026-03-24 10:11:00,0.0,1409.6,1411.0,1408.22,278,39195416.0,1405.865
2026-03-24 10:12:00,0.0,1408.61,1409.98,1408.61,136,19164418.0,1405.911
2026-03-24 10:13:00,0.0,1409.41,1410.0,1408.99,128,18054863.0,1405.957
2026-03-24 10:14:00,0.0,1406.68,1409.48,1406.68,198,27883231.0,1406.003
2026-03-24 10:15:00,0.0,1407.0,1408.11,1406.82,216,30409068.0,1406.042
2026-03-24 10:16:00,0.0,1405.16,1407.78,1405.16,153,21557414.0,1406.05
2026-03-24 10:17:00,0.0,1405.22,1405.56,1404.16,176,24694435.0,1406.035
2026-03-24 10:18:00,0.0,1405.36,1406.02,1405.22,127,17849801.0,1406.029
2026-03-24 10:19:00,0.0,1405.39,1406.02,1405.36,95,13354398.0,1406.026
2026-03-24 10:20:00,0.0,1403.66,1405.97,1403.51,176,24727151.0,1406.009
2026-03-24 10:21:00,0.0,1406.01,1406.01,1404.31,158,22204544.0,1405.999
2026-03-24 10:22:00,0.0,1407.93,1407.96,1407.02,85,11964719.0,1406.012
2026-03-24 10:23:00,0.0,1409.02,1409.66,1407.12,140,19716461.0,1406.04
2026-03-24 10:24:00,0.0,1411.66,1411.66,1409.63,126,17773950.0,1406.091
2026-03-24 10:25:00,0.0,1411.2,1411.87,1411.06,130,18347788.0,1406.151
2026-03-24 10:26:00,0.0,1411.5,1411.5,1410.75,133,18767236.0,1406.207
2026-03-24 10:27:00,0.0,1410.74,1411.09,1410.02,83,11710111.0,1406.24
2026-03-24 10:28:00,0.0,1411.09,1411.5,1410.42,122,17211708.0,1406.287
2026-03-24 10:29:00,0.0,1411.85,1411.86,1411.5,115,16234196.0,1406.338
2026-03-24 10:30:00,0.0,1410.85,1411.85,1410.05,64,9028738.0,1406.362
2026-03-24 10:31:00,0.0,1408.78,1410.51,1408.77,82,11556846.0,1406.382
2026-03-24 10:32:00,0.0,1409.0,1409.02,1408.96,67,9440361.0,1406.397
2026-03-24 10:33:00,0.0,1410.73,1410.81,1409.01,94,13253770.0,1406.424
2026-03-24 10:34:00,0.0,1410.74,1410.97,1410.01,48,6771350.0,1406.441
2026-03-24 10:35:00,0.0,1410.15,1410.72,1410.15,69,9731042.0,1406.462
2026-03-24 10:36:00,0.0,1412.0,1412.95,1410.17,223,31482775.0,1406.556
2026-03-24 10:37:00,0.0,1410.93,1412.47,1410.5,149,21030805.0,1406.614
2026-03-24 10:38:00,0.0,1410.83,1412.19,1410.5,133,18765846.0,1406.658
